28,28,28,28,27,27,26,26,25,26,27,29,30,28,27,27,27,28,28,27,26,27,28,30,31,31,30,29,29,30,29,29,30,30,30,30,31,31,31,32,33,34,34,34,35,35,34,34,34,34,33,33,32,32,31,30,30,29,29,28,28,27,27,27,27,28,27,27,26,25,25,24,24,24,23,23,23,23,23,23,23,23,23,23,23,22,20,19,17,17,18,20,19,14,11,10,8,6,7,8,7,8,9,11,12,12,12,12,11,10,10,11,11,11,10,10,10,11,11,11,9,5,8,10,10,11,10,8,8,6,6,6,5,6,8,8,9,9,11,14,20,27,30,32,33,36,36,36,36,36,35,35,34,32,31,32,32,32,34,35,33,31,33,34,35,33,33,34,35,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34,34,34,34,34,34,34,34,34,33,33,33,33,33,33,33,33,33,33,34,34,34,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34,33,33,32,32,34,33,35,35,33,32,30,30,31,31,33,35,36,36,37,37,37,37,37,37,37,37,37,36,36,35,34,32,28,24,23,23,23,23,25,26,26,26,26,26,26,28,29,30,30,31,31,32,32,32,33,33,33,33,33,32,32,32,32,31,31,30,30,29
28,28,28,27,27,27,28,29,31,32,31,33,33,33,31,29,30,31,31,32,32,32,32,32,32,32,31,30,30,31,31,31,31,31,31,31,31,32,33,34,34,34,35,35,35,36,35,35,35,35,35,35,34,33,32,32,31,30,30,29,29,29,29,29,29,29,29,28,27,27,27,26,25,24,24,24,23,23,24,24,23,22,21,19,16,13,12,10,10,12,12,13,13,10,7,5,4,2,4,7,6,7,6,6,6,6,7,7,7,7,8,10,10,11,10,11,11,11,10,9,10,6,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,7,12,24,27,28,32,34,35,34,34,34,34,33,32,32,33,34,33,33,32,33,35,36,35,33,32,33,35,36,36,36,36,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,36,36,36,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34,34,34,33,32,32,32,32,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,32,33,34,34,34,35,35,35,35,35,35,35,35,35,34,34,34,35,34,34,35,35,34,33,33,34,34,33,33,33,34,35,32,31,31,30,32,35,36,36,36,36,37,37,37,37,37,37,36,36,36,35,33,32,29,25,23,22,22,24,26,27,28,28,29,29,28,28,29,29,30,30,31,32,32,32,32,32,32,32,32,32,31,31,31,31,31,30,30,29
28,28,27,27,27,28,29,32,33,35,34,34,34,34,35,34,32,32,32,34,35,34,34,33,32,32,32,32,32,32,32,32,32,32,32,33,33,33,34,34,35,35,35,35,35,35,35,35,35,35,35,35,35,34,34,33,32,31,31,29,27,28,30,30,30,29,29,28,27,26,24,21,20,21,21,21,19,20,19,18,16,14,12,11,9,9,9,7,5,0,0,1,0,0,2,0,0,0,0,0,0,3,4,2,4,5,6,6,7,8,9,11,12,13,13,12,11,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,14,14,11,20,27,32,31,31,32,33,34,35,34,34,29,28,31,31,35,36,36,35,35,35,35,36,36,35,34,33,32,32,33,33,34,34,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34,34,34,34,34,33,33,33,33,33,33,33,32,31,30,29,27,24,24,23,22,23,21,22,25,26,27,27,28,27,28,28,28,28,28,29,29,29,30,31,32,33,33,34,34,34,34,34,34,34,33,33,34,34,34,34,34,34,35,34,34,34,34,34,34,34,34,33,34,36,34,32,30,32,35,36,36,36,36,36,37,37,37,37,36,36,36,36,34,33,31,28,24,22,20,21,25,27,29,30,30,30,30,30,30,29,27,29,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30,30,29,28
28,27,27,28,28,29,31,32,34,36,34,34,35,35,36,36,34,33,34,35,36,35,34,33,32,32,32,32,32,32,31,32,32,33,33,34,34,34,34,34,35,35,35,35,34,34,35,35,35,35,35,35,35,35,35,34,34,32,31,30,29,30,30,30,29,29,29,28,25,22,19,12,12,13,12,12,11,10,10,9,8,8,8,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,9,12,12,11,10,11,11,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,6,6,9,17,21,23,27,31,33,35,35,34,32,31,32,30,31,32,33,33,34,33,32,30,29,27,25,26,27,27,28,31,34,34,34,34,35,35,35,35,35,35,35,34,34,34,34,33,33,33,33,32,31,30,28,26,25,26,27,27,26,24,21,18,14,11,11,11,11,11,12,10,13,20,22,24,23,23,22,23,23,23,24,25,26,26,26,26,26,26,27,27,27,27,28,28,27,27,28,29,30,32,33,33,34,34,34,34,34,34,34,34,34,34,34,34,34,33,32,36,34,32,32,35,36,36,36,36,36,36,36,36,36,36,36,36,35,34,32,30,27,24,21,19,24,26,28,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30,30,29,29,28
27,27,27,28,30,32,33,33,35,36,34,34,35,36,36,36,35,35,35,36,36,35,34,34,32,32,32,32,33,32,31,32,33,33,34,34,34,34,34,34,34,35,35,34,34,34,34,34,35,35,35,35,35,35,35,35,34,32,32,31,30,30,29,29,28,28,27,24,20,17,14,12,12,11,10,7,7,7,6,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,3,2,2,2,6,10,14,22,29,32,35,36,34,32,32,33,32,32,31,29,27,24,19,17,16,17,18,23,26,28,31,32,33,33,32,31,31,31,31,31,32,32,32,32,31,31,29,29,29,27,26,25,23,20,15,11,10,11,12,15,13,10,8,7,7,7,8,7,6,7,8,9,12,18,21,21,20,19,18,18,18,18,19,20,21,21,22,22,21,20,19,21,21,21,20,19,18,17,16,20,23,27,29,31,32,32,32,31,32,33,33,33,33,33,34,34,34,34,33,34,36,35,32,33,34,33,36,36,36,36,36,36,36,36,36,35,34,34,32,29,27,23,23,24,26,27,29,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30,30,29,29,28,28
27,26,28,29,31,33,33,33,34,34,34,34,34,35,35,35,35,35,35,35,35,36,35,35,34,33,34,34,34,34,34,34,34,34,34,34,35,35,35,35,35,34,34,34,34,34,34,33,32,34,34,35,35,35,34,33,32,31,30,30,29,28,27,26,25,23,21,19,15,13,11,12,11,10,9,7,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,6,10,24,32,35,35,34,31,29,29,28,26,22,18,16,14,14,17,21,24,27,27,28,29,29,27,27,25,21,17,17,17,23,24,24,20,21,21,20,20,18,18,16,13,12,9,7,3,4,5,4,5,7,8,7,8,6,7,6,3,1,2,6,6,3,8,14,18,19,17,17,16,16,16,15,14,13,12,11,14,17,13,7,9,13,14,10,9,8,7,6,6,4,9,17,24,27,28,29,29,29,30,31,33,34,34,34,34,34,34,34,34,34,34,36,33,32,34,33,35,36,36,36,36,36,36,35,35,34,34,33,32,30,26,23,23,26,27,28,29,30,30,30,30,30,31,31,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30,29,29,28,27,27
27,27,28,29,31,33,33,33,33,33,33,33,33,33,34,34,35,35,35,35,35,36,36,36,35,35,35,35,35,35,36,35,35,35,35,35,35,35,35,35,35,35,34,34,34,34,34,34,31,29,30,31,33,34,32,30,30,29,28,27,26,24,21,19,16,16,15,12,12,12,11,11,10,9,8,5,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,2,5,8,20,31,34,36,32,30,26,24,19,17,14,15,16,18,19,24,27,28,27,28,27,24,16,13,11,8,6,10,13,17,17,12,4,3,6,8,10,10,10,10,11,10,8,6,5,2,1,2,3,3,5,8,7,3,1,1,0,1,2,3,4,7,6,0,12,13,14,14,14,14,14,13,12,9,5,2,4,8,7,5,5,9,10,8,6,6,0,3,3,1,0,4,16,21,21,24,26,27,28,30,32,33,33,33,33,33,33,34,34,34,34,35,34,33,34,34,35,37,37,36,35,34,33,34,34,34,33,33,32,30,27,23,23,25,27,28,29,29,29,29,30,30,30,30,30,30,30,30,31,31,31,31,31,31,30,31,31,31,31,31,30,29,28,27,27,26
26,27,27,28,29,32,33,33,33,33,33,33,33,32,32,33,34,34,34,35,36,35,36,36,36,36,35,35,35,35,36,35,35,35,35,35,35,35,35,35,35,35,34,34,34,34,33,32,32,30,29,28,28,29,29,28,28,26,25,22,19,17,15,13,13,13,13,12,11,9,8,9,9,8,6,3,0,0,0,4,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,6,6,7,9,6,23,32,35,35,31,28,26,20,16,15,16,17,19,20,22,25,25,23,21,18,12,5,4,1,1,3,3,5,7,5,6,6,7,6,7,7,7,7,8,11,12,10,7,5,2,1,0,0,1,0,0,5,2,1,0,0,1,2,0,0,2,0,1,7,11,13,13,14,13,13,12,11,9,5,1,1,3,4,5,6,8,9,9,7,6,7,3,1,0,0,0,0,6,10,16,20,23,26,28,30,32,32,32,33,33,33,33,34,34,34,34,34,34,34,34,35,37,36,36,35,33,32,33,34,34,33,32,31,30,29,25,23,24,26,26,27,27,27,27,27,28,29,29,29,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,29,28,27,25,25,24
23,24,26,27,28,30,32,33,33,33,33,33,32,32,31,31,32,33,34,35,36,36,36,36,36,36,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34,34,33,31,31,30,31,31,29,27,27,27,26,24,21,19,16,14,13,12,12,12,12,12,11,11,8,4,3,8,6,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,6,7,7,7,8,9,16,28,31,34,33,31,29,24,19,16,15,16,16,17,17,14,12,7,6,8,4,1,1,1,1,0,0,1,1,3,4,7,7,5,4,7,6,4,6,7,9,9,9,9,8,7,3,0,1,3,5,1,0,1,1,0,0,0,1,2,4,4,6,8,10,12,13,13,13,13,11,9,6,4,3,2,3,4,4,5,7,9,8,7,7,6,1,0,0,0,0,1,2,5,6,8,14,22,24,27,30,29,30,31,32,32,33,33,34,34,34,34,34,34,34,35,36,36,35,34,34,33,34,34,33,33,32,31,29,28,26,24,23,23,24,24,23,22,23,24,25,26,26,27,28,28,29,29,29,30,30,30,30,30,30,30,30,30,29,28,27,25,22,21,22
23,23,25,26,27,29,30,32,32,33,33,33,32,31,29,29,31,32,34,35,36,35,35,36,36,36,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34,34,34,34,31,29,29,29,29,29,28,26,25,24,20,17,15,13,13,13,12,12,11,10,9,11,11,12,8,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,6,7,7,7,7,7,11,13,23,27,30,31,32,31,29,27,23,17,16,13,10,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5,7,5,4,5,7,8,7,8,9,9,9,9,9,9,9,7,6,4,2,3,5,6,8,5,2,3,2,4,6,7,6,8,10,12,12,13,13,13,13,12,10,6,4,4,4,4,4,4,4,6,9,7,6,7,5,0,0,1,0,0,0,0,0,3,6,11,12,13,18,22,27,27,28,29,30,32,33,33,33,33,33,34,34,34,34,34,34,34,34,34,34,35,34,34,34,33,31,29,26,24,20,17,17,16,14,13,12,13,14,13,12,16,24,24,24,25,27,29,29,30,30,30,30,30,30,30,30,29,28,26,24,23,21,22
